time_abs,velocity,sta_lta_ratio,filename
1969-12-16T00:10:25.083660,-1.868500202135253e-11,2.5105385960758078,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T00:27:44.630830,5.146551320786603e-10,2.5232318059299503,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T01:28:35.498755,2.3453265717212966e-10,2.5413967993020363,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T02:15:55.347811,-3.36155013178313e-10,2.5257556015852844,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T02:39:06.442151,4.859781984544399e-16,2.5003318657727696,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T03:51:41.913849,-3.845702332201541e-17,4964.506487318982,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T04:21:47.951585,-1.5190550047223098e-16,2620.7992561708465,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T04:45:54.442151,2.5754952545472426e-15,2.500014759154941,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T04:58:29.159132,-5.697677673601934e-13,4.706984999191582,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T05:43:07.196868,7.52164175549081e-11,2.506933230336953,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T05:55:41.913849,-1.247166843414287e-10,4.09631816353153,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T06:15:13.989321,1.492191968571509e-12,2.5000887842534656,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T06:32:14.970453,5.0866707625148695e-11,2.523659447351939,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T08:37:15.498755,-3.1205015113404595e-12,2.5011464219521033,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T08:53:29.385547,1.905138921185512e-12,2.524653982067833,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T09:13:09.611962,-3.2580741457503524e-15,2.5043020780504675,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T09:26:29.310075,-5.930114466132967e-13,2.508870440381758,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T09:43:57.611962,2.142815821134888e-12,2.5004487787256826,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T09:56:32.328943,-7.207884699837849e-13,3.535942946804151,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T10:16:48.328943,-2.2112864391418279e-10,2.520179505287825,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T10:29:23.045925,-7.429192688251368e-11,2.782692189685745,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T13:08:24.630830,1.5822087230044835e-10,2.502101909483322,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T13:39:02.668566,1.013483744291549e-10,2.5008654712891945,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T13:54:04.555358,-1.5250923652956784e-09,2.5288593075233763,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T14:17:37.989321,-1.1433762018145917e-12,2.5012395185576635,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T14:40:40.178000,-1.7495906570315595e-10,2.501693249077071,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T20:58:58.291208,1.1030425208120895e-09,2.5068920891268935,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T22:05:34.366679,9.356704908421236e-17,1638.084648243541,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
1969-12-16T22:33:50.970453,1.970636105616098e-16,3100.6333691585587,xa.s12.00.mhz.1969-12-16HR00_evid00006.csv
